Precinct,RegVoters,Early,Eday,Tot,County,EarlyTO,EdayTO,TotTO,EarlyColor,EdayColor,TotColor,Key,MergeField,PrecinctName,LivePrecinctName,City_Twp
FAIR10WD3,690,13,6,19,Butler, 1.88%,0.87%, 2.75%,#FFFFAA,#FFFFD4,#FFFFAA,Butler&FAIR10WD3,BUTLERABC,FAIR10WD3,FAIR10WD3,Fairfield
FAIR10WD4,715,8,16,24,Butler, 1.12%,2.24%, 3.36%,#FFFFAA,#FFFFFF,#FFFFAA,Butler&FAIR10WD4,BUTLERABD,FAIR10WD4,FAIR10WD4,Fairfield
FAIR11WD3,752,37,21,58,Butler, 4.92%,2.79%, 7.71%,#FFFFFF,#FFFFFF,#FFFFFF,Butler&FAIR11WD3,BUTLERAAC,FAIR11WD3,FAIR11WD3,Fairfield
FAIR1WD1,438,22,2,24,Butler, 5.02%,0.46%, 5.48%,#FFFFFF,#FFFFD4,#FFFFD4,Butler&FAIR1WD1,BUTLERALD,FAIR1WD1,FAIR1WD1,Fairfield
FAIR1WD2,779,31,17,48,Butler, 3.98%,2.18%, 6.16%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR1WD2,BUTLERAAL,FAIR1WD2,FAIR1WD2,Fairfield
FAIR1WD3,628,24,6,30,Butler, 3.82%,0.96%, 4.78%,#FFFFD4,#FFFFD4,#FFFFD4,Butler&FAIR1WD3,BUTLERAAT,FAIR1WD3,FAIR1WD3,Fairfield
FAIR1WD4,590,23,7,30,Butler,  3.9%,1.19%, 5.08%,#FFFFD4,#FFFFD4,#FFFFD4,Butler&FAIR1WD4,BUTLERALF,FAIR1WD4,FAIR1WD4,Fairfield
FAIR2WD1,1062,48,8,56,Butler, 4.52%,0.75%, 5.27%,#FFFFFF,#FFFFD4,#FFFFD4,Butler&FAIR2WD1,BUTLERAAB,FAIR2WD1,FAIR2WD1,Fairfield
FAIR2WD2,680,26,12,38,Butler, 3.82%,1.76%, 5.59%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR2WD2,BUTLERAAM,FAIR2WD2,FAIR2WD2,Fairfield
FAIR2WD3,821,14,13,27,Butler, 1.71%,1.58%, 3.29%,#FFFFAA,#FFFFFF,#FFFFAA,Butler&FAIR2WD3,BUTLERAAU,FAIR2WD3,FAIR2WD3,Fairfield
FAIR2WD4,1064,26,20,46,Butler, 2.44%,1.88%, 4.32%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR2WD4,BUTLERABH,FAIR2WD4,FAIR2WD4,Fairfield
FAIR3WD1,828,18,3,21,Butler, 2.17%,0.36%, 2.54%,#FFFFD4,#FFFFD4,#FFFFAA,Butler&FAIR3WD1,BUTLERAAK,FAIR3WD1,FAIR3WD1,Fairfield
FAIR3WD2,699,20,10,30,Butler, 2.86%,1.43%, 4.29%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR3WD2,BUTLERAAN,FAIR3WD2,FAIR3WD2,Fairfield
FAIR3WD3,640,16,15,31,Butler,  2.5%,2.34%, 4.84%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR3WD3,BUTLERAAV,FAIR3WD3,FAIR3WD3,Fairfield
FAIR3WD4,787,20,14,34,Butler, 2.54%,1.78%, 4.32%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR3WD4,BUTLERABI,FAIR3WD4,FAIR3WD4,Fairfield
FAIR4WD1,778,24,4,28,Butler, 3.08%,0.51%,  3.6%,#FFFFD4,#FFFFD4,#FFFFAA,Butler&FAIR4WD1,BUTLERAAD,FAIR4WD1,FAIR4WD1,Fairfield
FAIR4WD2,646,28,0,28,Butler, 4.33%,   0%, 4.33%,#FFFFFF,#FFFFD4,#FFFFD4,Butler&FAIR4WD2,BUTLERAAO,FAIR4WD2,FAIR4WD2,Fairfield
FAIR4WD3,614,9,13,22,Butler, 1.47%,2.12%, 3.58%,#FFFFAA,#FFFFFF,#FFFFAA,Butler&FAIR4WD3,BUTLERAAW,FAIR4WD3,FAIR4WD3,Fairfield
FAIR4WD4,998,11,15,26,Butler,  1.1%, 1.5%, 2.61%,#FFFFAA,#FFFFFF,#FFFFAA,Butler&FAIR4WD4,BUTLERABJ,FAIR4WD4,FAIR4WD4,Fairfield
