Precinct,RegVoters,Early,Eday,Tot,County,EarlyTO,EdayTO,TotTO,EarlyColor,EdayColor,TotColor,Key,MergeField,PrecinctName,LivePrecinctName,City_Twp
317-1,651,76,71,147,Greene,11.67%,10.91%,22.58%,#7FBF7F,#D4E9D4,#55AA55,Greene&317-1,GREENEAFP,XENIA CITY 317,317-1,Xenia
318-1,518,40,25,65,Greene, 7.72%, 4.83%,12.55%,#D4E9D4,#FFFFAA,#FFFFD4,Greene&318-1,GREENEAFQ,XENIA CITY 318,318-1,Xenia
319-1,658,55,52,107,Greene, 8.36%,  7.9%,16.26%,#AAD4AA,#FFFFFF,#D4E9D4,Greene&319-1,GREENEAFR,XENIA CITY 319,319-1,Xenia
320-1,857,110,102,212,Greene,12.84%, 11.9%,24.74%,#55AA55,#AAD4AA,#2A952A,Greene&320-1,GREENEAFS,XENIA CITY 320,320-1,Xenia
321-1,719,64,86,150,Greene,  8.9%,11.96%,20.86%,#AAD4AA,#AAD4AA,#55AA55,Greene&321-1,GREENEAFT,XENIA CITY 321,321-1,Xenia
322-1,1193,79,98,177,Greene, 6.62%, 8.21%,14.84%,#D4E9D4,#FFFFFF,#D4E9D4,Greene&322-1,GREENEAIW,XENIA CITY 322,322-1,Xenia
323-1,477,33,42,75,Greene, 6.92%, 8.81%,15.72%,#D4E9D4,#FFFFFF,#D4E9D4,Greene&323-1,GREENEAJD,XENIA CITY 323,323-1,Xenia
351-1,667,65,69,134,Greene, 9.75%,10.34%,20.09%,#AAD4AA,#D4E9D4,#7FBF7F,Greene&351-1,GREENEAIK,XENIA TWP 351,351-1,Xenia Twp
352-1,498,40,69,109,Greene, 8.03%,13.86%,21.89%,#AAD4AA,#7FBF7F,#55AA55,Greene&352-1,GREENEAIL,XENIA TWP 352,352-1,Xenia Twp
353-1,301,36,19,55,Greene,11.96%, 6.31%,18.27%,#7FBF7F,#FFFFD4,#AAD4AA,Greene&353-1,GREENEAIM,XENIA TWP 353,353-1,Xenia Twp
354-1,550,5,7,12,Greene, 0.91%, 1.27%, 2.18%,#FFFFAA,#FFFF55,#FFFF00,Greene&354-1,GREENEAIN,XENIA TWP 354,354-1,Xenia Twp
355-1,423,30,27,57,Greene, 7.09%, 6.38%,13.48%,#D4E9D4,#FFFFD4,#FFFFFF,Greene&355-1,GREENEAIO,XENIA TWP 355,355-1,Xenia Twp
356-1,834,50,91,141,Greene,    6%,10.91%,16.91%,#FFFFFF,#D4E9D4,#AAD4AA,Greene&356-1,GREENEAIP,XENIA TWP 356,356-1,Xenia Twp
357-1,614,64,84,148,Greene,10.42%,13.68%, 24.1%,#7FBF7F,#AAD4AA,#2A952A,Greene&357-1,GREENEAIQ,XENIA TWP 357,357-1,Xenia Twp
358-1,539,55,74,129,Greene, 10.2%,13.73%,23.93%,#7FBF7F,#AAD4AA,#2A952A,Greene&358-1,GREENEAIR,XENIA TWP 358,358-1,Xenia Twp
