Precinct,RegVoters,Early,Eday,Tot,County,EarlyTO,EdayTO,TotTO,EarlyColor,EdayColor,TotColor,Key,MergeField,PrecinctName,LivePrecinctName,City_Twp
FAIR10WD3,690,13,16,29,Butler, 1.88%, 2.32%,  4.2%,#FFFFAA,#FFFFAA,#FFFF7F,Butler&FAIR10WD3,BUTLERABC,FAIR10WD3,FAIR10WD3,Fairfield
FAIR10WD4,715,8,40,48,Butler, 1.12%, 5.59%, 6.71%,#FFFFAA,#FFFFFF,#FFFFAA,Butler&FAIR10WD4,BUTLERABD,FAIR10WD4,FAIR10WD4,Fairfield
FAIR11WD3,752,37,64,101,Butler, 4.92%, 8.51%,13.43%,#FFFFFF,#AAD4AA,#D4E9D4,Butler&FAIR11WD3,BUTLERAAC,FAIR11WD3,FAIR11WD3,Fairfield
FAIR1WD1,438,22,9,31,Butler, 5.02%, 2.05%, 7.08%,#FFFFFF,#FFFFAA,#FFFFAA,Butler&FAIR1WD1,BUTLERALD,FAIR1WD1,FAIR1WD1,Fairfield
FAIR1WD2,779,31,30,61,Butler, 3.98%, 3.85%, 7.83%,#FFFFD4,#FFFFD4,#FFFFD4,Butler&FAIR1WD2,BUTLERAAL,FAIR1WD2,FAIR1WD2,Fairfield
FAIR1WD3,628,24,26,50,Butler, 3.82%, 4.14%, 7.96%,#FFFFD4,#FFFFD4,#FFFFD4,Butler&FAIR1WD3,BUTLERAAT,FAIR1WD3,FAIR1WD3,Fairfield
FAIR1WD4,590,23,28,51,Butler,  3.9%, 4.75%, 8.64%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR1WD4,BUTLERALF,FAIR1WD4,FAIR1WD4,Fairfield
FAIR2WD1,1062,48,30,78,Butler, 4.52%, 2.82%, 7.34%,#FFFFFF,#FFFFD4,#FFFFAA,Butler&FAIR2WD1,BUTLERAAB,FAIR2WD1,FAIR2WD1,Fairfield
FAIR2WD2,680,26,22,48,Butler, 3.82%, 3.24%, 7.06%,#FFFFD4,#FFFFD4,#FFFFAA,Butler&FAIR2WD2,BUTLERAAM,FAIR2WD2,FAIR2WD2,Fairfield
FAIR2WD3,821,14,25,39,Butler, 1.71%, 3.05%, 4.75%,#FFFFAA,#FFFFD4,#FFFF7F,Butler&FAIR2WD3,BUTLERAAU,FAIR2WD3,FAIR2WD3,Fairfield
FAIR2WD4,1064,26,61,87,Butler, 2.44%, 5.73%, 8.18%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR2WD4,BUTLERABH,FAIR2WD4,FAIR2WD4,Fairfield
FAIR3WD1,828,19,9,28,Butler, 2.29%, 1.09%, 3.38%,#FFFFD4,#FFFFAA,#FFFF55,Butler&FAIR3WD1,BUTLERAAK,FAIR3WD1,FAIR3WD1,Fairfield
