Precinct,RegVoters,Early,Eday,Tot,County,EarlyTO,EdayTO,TotTO,EarlyColor,EdayColor,TotColor,Key,MergeField,PrecinctName,LivePrecinctName,City_Twp
FAIR10WD3,690,13,9,22,Butler, 1.88%,  1.3%, 3.19%,#FFFFAA,#FFFFD4,#FFFFAA,Butler&FAIR10WD3,BUTLERABC,FAIR10WD3,FAIR10WD3,Fairfield
FAIR10WD4,715,8,16,24,Butler, 1.12%, 2.24%, 3.36%,#FFFFAA,#FFFFFF,#FFFFAA,Butler&FAIR10WD4,BUTLERABD,FAIR10WD4,FAIR10WD4,Fairfield
FAIR11WD3,752,37,28,65,Butler, 4.92%, 3.72%, 8.64%,#FFFFFF,#D4E9D4,#FFFFFF,Butler&FAIR11WD3,BUTLERAAC,FAIR11WD3,FAIR11WD3,Fairfield
FAIR1WD1,438,22,4,26,Butler, 5.02%, 0.91%, 5.94%,#FFFFFF,#FFFFD4,#FFFFD4,Butler&FAIR1WD1,BUTLERALD,FAIR1WD1,FAIR1WD1,Fairfield
FAIR1WD2,779,31,17,48,Butler, 3.98%, 2.18%, 6.16%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR1WD2,BUTLERAAL,FAIR1WD2,FAIR1WD2,Fairfield
FAIR1WD3,628,24,10,34,Butler, 3.82%, 1.59%, 5.41%,#FFFFD4,#FFFFD4,#FFFFD4,Butler&FAIR1WD3,BUTLERAAT,FAIR1WD3,FAIR1WD3,Fairfield
FAIR1WD4,590,23,9,32,Butler,  3.9%, 1.53%, 5.42%,#FFFFD4,#FFFFD4,#FFFFD4,Butler&FAIR1WD4,BUTLERALF,FAIR1WD4,FAIR1WD4,Fairfield
FAIR2WD1,1062,48,10,58,Butler, 4.52%, 0.94%, 5.46%,#FFFFFF,#FFFFD4,#FFFFD4,Butler&FAIR2WD1,BUTLERAAB,FAIR2WD1,FAIR2WD1,Fairfield
FAIR2WD2,680,26,12,38,Butler, 3.82%, 1.76%, 5.59%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR2WD2,BUTLERAAM,FAIR2WD2,FAIR2WD2,Fairfield
FAIR2WD3,821,14,14,28,Butler, 1.71%, 1.71%, 3.41%,#FFFFAA,#FFFFD4,#FFFFAA,Butler&FAIR2WD3,BUTLERAAU,FAIR2WD3,FAIR2WD3,Fairfield
FAIR2WD4,1064,26,22,48,Butler, 2.44%, 2.07%, 4.51%,#FFFFD4,#FFFFFF,#FFFFAA,Butler&FAIR2WD4,BUTLERABH,FAIR2WD4,FAIR2WD4,Fairfield
FAIR3WD1,828,18,4,22,Butler, 2.17%, 0.48%, 2.66%,#FFFFD4,#FFFFD4,#FFFF7F,Butler&FAIR3WD1,BUTLERAAK,FAIR3WD1,FAIR3WD1,Fairfield
FAIR3WD2,699,20,11,31,Butler, 2.86%, 1.57%, 4.43%,#FFFFD4,#FFFFD4,#FFFFAA,Butler&FAIR3WD2,BUTLERAAN,FAIR3WD2,FAIR3WD2,Fairfield
FAIR3WD3,640,16,17,33,Butler,  2.5%, 2.66%, 5.16%,#FFFFD4,#FFFFFF,#FFFFD4,Butler&FAIR3WD3,BUTLERAAV,FAIR3WD3,FAIR3WD3,Fairfield
